zarobki_min,zarobki_max,nazwa,miasto,zdalnie,Unnamed: 0,zarobki
18 500,25 200,Mulesoft Integration Engineer,"Wrocław, +2 locations",Tak,,
13 000,19 000,Backend Developer/ka,Kraków,Nie,,
6 000,9 000,Fullstack Developer,Wrocław,Nie,,
14 000,16 000,QA Engineer,Warszawa,Tak,,
Brak danych,Brak danych,Software Tester,Warszawa,Nie,,
5 500,11 000,Junior Java Developer,Warszawa,Tak,,
23 000,27 000,Java Developer (finanse publiczne),Warszawa,Tak,,
Brak danych,Brak danych,Java Software Developer,Warszawa,Nie,,
12 000,20 000,Java Developer,"Wrocław, +2 locations",Tak,,
19 000,29 000,Senior Java Developer,Warszawa,Tak,,
28 560,33 600,Senior Java Developer,Warszawa,Tak,,
26 000,30 000,Fullstack Java Developer,Warszawa,Nie,,
17 000,21 000,Java Developer,"Warszawa, +5 locations",Tak,,
10 000,13 000,Tester Automatyzujący (R&D),Warszawa,Tak,,
19 000,27 000,Java Developer remote,"Wrocław, +2 locations",Tak,,
10 000,20 000,Full Stack Developer (Java/Kotlin/React),Warszawa,Nie,,
Brak danych,Brak danych,Software Engineer,Kraków,Nie,,
7 000,12 000,Full-Stack Java Developer,Kraków,Nie,,
10 900,16 000,Java/Kotlin Developer,Warszawa,Nie,,
16 000,23 000,Fullstack Java Developer Remote,"Gdańsk, +1 location",Tak,,
15 000,24 200,Senior Java Fullstack Developer,"Kraków, +2 locations",Tak,,
25 000,28 500,Full Stack Java Developer,Warszawa,Tak,,
Brak danych,Brak danych,Java Integration Developer- Remote,"Warszawa, +2 locations",Tak,,
26 880,30 240,Lead Software Engineer/Technical Lead,Wrocław,Tak,,
7 000,9 000,Junior Java Developer,Warszawa,Tak,,
21 000,27 000,Java Developer,Warszawa,Nie,,
16 000,27 000,Java Developer (Mid/Senior),Katowice,Tak,,
26 400,28 160,Java Developer,Warszawa,Tak,,
13 000,19 000,Senior Java Developer,Warszawa,Nie,,
18 480,33 600,Mid and Senior Java Developer,Warszawa,Tak,,
13 000,17 000,Software Java Engineer,Gdańsk,Tak,,
Brak danych,Brak danych,Backend Developer,Katowice,Nie,,
21 000,25 000,Java Developer,Warszawa,Nie,,
5 000,10 000,Junior Fullstack Developer,Warszawa,Nie,,
11 000,17 000,Programista Java (Mid),"Wrocław, +1 location",Nie,,
14 000,21 000,Software Engineer,Warszawa,Tak,,
4 500,9 000,Dialogue Designer,Kraków,Tak,,
Brak danych,Brak danych,Junior Java Developer,Warszawa,Nie,,
12 000,18 000,Mid Java Developer,Warszawa,Tak,,
18 500,25 200,Java Developer,"Wrocław, +2 locations",Tak,,
20 160,26 880,Senior Mobile Test Automation Engineer,Warszawa,Tak,,
10 000,16 000,Java Developer,"Warszawa, +4 locations",Tak,,
9 000,16 000,Java Developer,"Białystok, +2 locations",Tak,,
23 000,27 000,Senior Java Developer Remote,"Gdańsk, +1 location",Tak,,
16 000,27 000,Java/Scala Developer,"Wrocław, +2 locations",Tak,,
13 000,15 000,Configuration Engineer,Warszawa,Tak,,
15 000,27 000,Mid/Senior Java Developer,Warszawa,Nie,,
Brak danych,Brak danych,Java Microservices Developer,"Katowice, +1 location",Tak,,
Brak danych,Brak danych,Junior Java Developer,Gdańsk,Nie,,
7 500,11 000,QA Engineer - Remote,Warszawa,Tak,,
28 560,30 240,Senior Java Developer,Warszawa,Nie,,
Brak danych,Brak danych,Senior IT Developer to P&F,"Gdynia, +1 location",Nie,,
22 750,26 125,Senior Java Software Engineer,"Warszawa, +4 locations",Tak,,
24 000,28 000,Senior Fullstack Java Developer,Wrocław,Tak,,
Brak danych,Brak danych,Expert JAVA / Backend Engineer to ICP,"Gdynia, +1 location",Nie,,
16 000,28 000,React Developer,"Warszawa, +5 locations",Tak,,
20 000,26 000,Open Source Engineer (Java),"Warszawa, +1 location",Tak,,
21 370,26 010,Junior Fullstack Developer - Remote,"Warszawa, +2 locations",Tak,,
22 000,24 500,Software Engineer Java Spring,Kraków,Tak,,
18 000,24 000,Senior Test Automation Developer,Wrocław,Tak,,
21 375,31 125,Java Team Lead,Warszawa,Tak,,
16 000,28 000,React Developer,"Warszawa, +5 locations",Tak,,
20 000,26 000,Open Source Engineer (Java),"Warszawa, +1 location",Tak,,
21 370,26 010,Junior Fullstack Developer - Remote,"Warszawa, +2 locations",Tak,,
22 000,24 500,Software Engineer Java Spring,Kraków,Tak,,
18 000,24 000,Senior Test Automation Developer,Wrocław,Tak,,
21 375,31 125,Java Team Lead,Warszawa,Tak,,
20 000,26 500,Java Developer (mid/senior) remote,"Warszawa, +2 locations",Tak,,
12 000,20 000,Java Developer,Wrocław,Tak,,
23 000,32 000,Lead Java Engineer,Kraków,Tak,,
19 000,22 000,Java Developer - Urban Mobility Engineer,Warszawa,Tak,,
Brak danych,Brak danych,Senior Java Developer (Integration),Warszawa,Nie,,
22 000,27 000,Java Developer,"Warszawa, +2 locations",Tak,,
22 000,28 000,Senior Java Developer,"Warszawa, +2 locations",Tak,,
12 000,17 000,Mid Java Developer,"Katowice, +1 location",Tak,,
Brak danych,Brak danych,PROGRAMISTA JAVA,"Warszawa, +3 locations",Nie,,
Brak danych,Brak danych,Junior Java Developer with German,Wrocław,Tak,,
11 000,20 000,Java Developer,"Wrocław, +2 locations",Nie,,
,,Development Summer Intern (Java),Wrocław,Nie,,
Brak danych,Brak danych,Java Full-Stack Developer,Warszawa,Nie,,
13 200,19 800,Java Developer,Warszawa,Tak,,
18 000,28 500,Backend Java Developer,"Wrocław, +2 locations",Tak,,
16 000,24 000,Software Development Team Leader,Gdańsk,Nie,,
15 000,26 000,"Tech Lead, Application Development","Gdynia, +1 location",Tak,,
Brak danych,Brak danych,Senior Java Developer,Wrocław,Tak,,
15 000,24 000,Mid/Senior Developer (Java &/or Angular),"Gdynia, +1 location",Tak,,
17 000,28 000,Java Software Developer,Wrocław,Tak,,
22 000,26 000,Java Developer,"Białystok, +2 locations",Nie,,
23 000,26 000,"Lead Software Engineer, Backend",Kraków,Tak,,
8 000,16 000,Junior/Mid Developer (Java &/or Angular),"Gdynia, +1 location",Tak,,
Brak danych,Brak danych,Java Developer,Warszawa,Tak,,
12 000,20 000,Java Developer,"Sopot, +2 locations",Tak,,
21 000,30 000,Java Developer,Warszawa,Tak,,
12 000,20 000,Remote Java Developer,"Kraków, +1 location",Tak,,
Brak danych,Brak danych,Java Developer,Wrocław,Tak,,
Brak danych,Brak danych,Java Developer - Remote,Gdańsk,Tak,,
12 000,18 000,Java Developer,Wrocław,Tak,,
16 000,20 000,Senior Java Developer,"Warszawa, +4 locations",Tak,,
21 000,26 250,Java Developer,Warszawa,Tak,,
Brak danych,Brak danych,Senior Software Engineer,"Wrocław, +2 locations",Tak,,
Brak danych,Brak danych,Backend Developer - Java,Warszawa,Nie,,
Brak danych,Brak danych,Java Developer - Backend / Full-stack,Warszawa,Nie,,
22 000,28 000,Team Lead Software Engineer,Katowice,Tak,,
12 000,17 000,Java Engineer,Kraków,Tak,,
20 000,25 000,Senior Java Engineer,"Szczecin, +2 locations",Tak,,
39 000,43 000,Senior Streaming Developer,Wrocław,Tak,,
20 000,23 500,Java Developer,"Katowice, +2 locations",Tak,,
13 000,22 000,Remote Java Developer,"Legnica, +2 locations",Tak,,
12 000,16 000,Java Developer,Warszawa,Nie,,
7 000,10 000,Junior Backend Developer,Warszawa,Tak,,
Brak danych,Brak danych,Salesforce Starter Academy 2,"Warszawa, +1 location",Tak,,
12 000,18 000,Java Developer,"Warszawa, +18 locations",Tak,,
18 000,25 000,Senior Java Developer,"Warszawa, +18 locations",Tak,,
Brak danych,Brak danych,Manager Software Engineering,Kraków,Nie,,
5 000,10 000,Junior Backend Developer,Kraków,Tak,,
21 000,25 200,Java Developer,Wrocław,Tak,,
19 500,28 500,Senior Java Developer,Warszawa,Tak,,
17 600,26 000,Java Developer,Kraków,Tak,,
18 000,27 000,Senior Java Backend Developer,Wrocław,Tak,,
Brak danych,Brak danych,Salesforce Lab,"Warszawa, +2 locations",Tak,,
14 000,19 000,Mid JAVA Developer,"Bydgoszcz, +5 locations",Tak,,
Brak danych,Brak danych,Middle Java Engineer,Warszawa,Nie,,
16 000,24 000,"Senior Software Developer|Java, Angular",Kraków,Tak,,
14 000,21 000,Lead Java Developer,"Katowice, +3 locations",Tak,,
11 800,18 500,Java/Kotlin Developer,"Wrocław, +2 locations",Tak,,
13 940,27 870,Mid/Senior Backend Software Engineer,"Gdańsk, +18 locations",Nie,,
13 440,15 960,Junior Java Developer,Warszawa,Nie,,
9 000,14 000,Java Developer,"Katowice, +3 locations",Tak,,
18 500,25 200,Java/Integration Engineer,"Wrocław, +2 locations",Tak,,
12 000,18 000,Senior Java Developer,"Katowice, +2 locations",Tak,,
12 000,18 000,Java Developer,Kraków,Tak,,
17 000,30 000,Senior / Staff Software Engineer,"Warszawa, +2 locations",Tak,,
14 000,20 000,Full Stack Java Developer,"Wrocław, +3 locations",Tak,,
10 000,16 000,Java Developer (B2B),Warszawa,Nie,,
7 000,8 000,Junior Java Developer,Warszawa,Nie,,
Brak danych,Brak danych,Java/JEE Programmer,Sopot,Tak,,
12 000,23 000,Remote Senior Java Backend Developer,Warszawa,Tak,,
10 000,18 000,Programista JAVA,"Poznań, +2 locations",Nie,,
9 000,18 000,Remote Mid Java Backend Developer,Warszawa,Tak,,
22 500,33 500,Engineering Manager,Kraków,Nie,,
14 000,27 500,Backend Engineer,"Kraków, +1 location",Tak,,
Brak danych,Brak danych,Junior Full Stack Developer,Wrocław,Tak,,
10 500,21 000,Komputerowiec Dżawa,Kraków,Tak,,
Brak danych,Brak danych,Full Stack Developer,Wrocław,Tak,,
10 000,18 000,Programista JAVA,"Poznań, +2 locations",Nie,,
9 000,18 000,Remote Mid Java Backend Developer,Warszawa,Tak,,
22 500,33 500,Engineering Manager,Kraków,Nie,,
14 000,27 500,Backend Engineer,"Kraków, +1 location",Tak,,
Brak danych,Brak danych,Junior Full Stack Developer,Wrocław,Tak,,
10 500,21 000,Komputerowiec Dżawa,Kraków,Tak,,
Brak danych,Brak danych,Full Stack Developer,Wrocław,Tak,,
13 000,20 000,Senior Java Developer,Kraków,Nie,,
Brak danych,Brak danych,Java Developer,Warszawa,Nie,,
15 960,26 880,Java Developer (Mid/Senior),Wrocław,Tak,,
Brak danych,Brak danych,Młodszy Programista Java,"Warszawa, +1 location",Tak,,
10 080,15 960,Junior Java Developer,Wrocław,Tak,,
12 000,18 000,React Developer,Gdynia,Tak,,
16 000,24 000,Senior Java Developer,"Warszawa, +1 location",Tak,,
26 000,36 000,Ekspert Java Craftsman,"Warszawa, +2 locations",Tak,,
20 160,26 880,Senior Full-Stack Java Developer,Wrocław,Tak,,
Brak danych,Brak danych,Java Developer,"Poznań, +4 locations",Tak,,
17 000,18 500,Java Developer,Warszawa,Tak,,
Brak danych,Brak danych,Senior Java Engineer,Warszawa,Nie,,
21 850,26 800,Java Developer,Kraków,Tak,,
20 000,30 000,Senior Java Developer,Warszawa,Tak,,
16 000,28 000,Cloud Engineer,Kraków,Nie,,
20 000,30 000,Java Backend Engineer (Mid/Senior),"Kraków, +2 locations",Tak,,
9 000,17 000,Java Developer,Poznań,Nie,,
Brak danych,Brak danych,Senior Java Developer (Remote),Gdańsk,Tak,,
9 000,18 000,Full Stack Developer,"Białystok, +1 location",Tak,,
21 000,29 000,"Technical Lead (Java, TypeScript, web)","Poznań, +1 location",Tak,,
Brak danych,Brak danych,REACT NATIVE DEVELOPER (REMOTE),London,Tak,,
11 000,17 000,Java Developer,"Wrocław, +2 locations",Nie,,
Brak danych,Brak danych,Cloud Software Engineer,Warszawa,Tak,,
Brak danych,Brak danych,Senior Java Developer,Kraków,Nie,,
Brak danych,Brak danych,Java Developer,Kraków,Nie,,
19 000,27 000,Java Developer,Warszawa,Tak,,
13 000,26 000,Java Developer,Kraków,Tak,,
Brak danych,Brak danych,Programista Java,"Zielonka, +11 locations",Nie,,
Brak danych,Brak danych,Lead Cloud Software Engineer,Warszawa,Tak,,
24 000,28 000,IT Team Lead,Warszawa,Nie,,
Brak danych,Brak danych,Senior Java Developer,"Łódź, +1 location",Tak,,
11 000,17 000,Java Developer,Wrocław,Nie,,
4 000,8 000,Remote Junior Java Developer,"Wrocław, +3 locations",Tak,,
18 700,28 500,Senior Java Cloud Developer,"Kraków, +4 locations",Tak,,
11 610,23 230,Angular Developers,Limassol,Tak,,
11 000,16 000,Remote Java Engineer,Poznań,Tak,,
Brak danych,Brak danych,Junior Fullstack Developer,Warszawa,Nie,,
Brak danych,Brak danych,Tester Manualny Oprogramowania,Białystok,Nie,,
17 000,24 000,Full-Stack Developer (Java + React),Warszawa,Tak,,
16 000,19 000,Java Developer,Łódź,Nie,,
15 120,23 520,Kotlin Developer,Wrocław,Tak,,
15 000,22 000,Java Developer,"Wrocław, +2 locations",Tak,,
14 000,21 000,Fullstack Java Developer,Wrocław,Nie,,
,,Java developer Internship,Gdańsk,Nie,,
7 500,11 000,Junior Java Developer,Warszawa,Nie,,
2 000,2 800,Paid Java Internship,Wrocław,Nie,,
26 000,28 500,Senior Java Developer,"Warszawa, +2 locations",Tak,,
15 120,25 200,Senior Java Developer/Scala Developer,Wrocław,Tak,,
12 000,24 000,Remote Mid/Senior Java Developer,Gliwice,Tak,,
27 870,37 160,QA Engineer,Kraków,Tak,,
27 200,30 400,Software Development Technical Leader,Warszawa,Tak,,
Brak danych,Brak danych,Senior Site Reliability Engineer,Oslo,Tak,,
Brak danych,Brak danych,Java Developer,Warszawa,Tak,,
5 000,8 000,Junior Java Developer,Poznań,Nie,,
12 000,20 000,Java Developer,Warszawa,Tak,,
20 000,28 500,Java Developer,Kraków,Tak,,
22 000,32 000,"Java Developer (Mid, Senior)",Warszawa,Nie,,
11 000,20 000,Java Full-Stack Developer (100% remote),"Wrocław, +2 locations",Tak,,
15 000,20 500,Senior Java Software Developer,"Wrocław, +2 locations",Tak,,
Brak danych,Brak danych,Programista Java,Warszawa,Tak,,
15 000,28 000,Java Dev with Big Data basics,Warszawa,Tak,,
Brak danych,Brak danych,Programista,Gdynia,Tak,,
3 000,6 000,Junior Java Developer,Gdańsk,Nie,,
Brak danych,Brak danych,Projektant Integracji (DevOps),Warszawa,Nie,,
Brak danych,Brak danych,"Staff Software Engineer, Android",San Francisco,Tak,,
6 000,9 000,Junior Back End Software Engineer,Wrocław,Nie,,
12 000,17 500,Back-end Developer (Mid),"Wrocław, +2 locations",Tak,,
10 000,14 000,Java Software Engineer,Gdańsk,Nie,,
19 000,24 000,Backend Developer (Java) - Mid/Senior,Łódź,Tak,,
Brak danych,Brak danych,"Backend Engineer, Ads Targeting",San Francisco,Tak,,
Brak danych,Brak danych,"Android Engineer, Apps Platform",San Francisco,Tak,,
Brak danych,Brak danych,Senior Software Engineer,New York,Tak,,
16 000,28 000,Cloud Engineer (Wroclaw),Wrocław,Nie,,
8 200,12 300,Junior Backend Developer (DDL),Gdańsk,Nie,,
Brak danych,Brak danych,Junior Java Developer,Gdańsk,Nie,,
13 000,18 000,Java Developer,Warszawa,Tak,,
Brak danych,Brak danych,Senior Software Engineer,New York,Tak,,
16 000,28 000,Cloud Engineer (Wroclaw),Wrocław,Nie,,
8 200,12 300,Junior Backend Developer (DDL),Gdańsk,Nie,,
Brak danych,Brak danych,Junior Java Developer,Gdańsk,Nie,,
13 000,18 000,Java Developer,Warszawa,Tak,,
3 010,3 100,Java Developer (program szkoleniowy),Lublin,Nie,,
18 000,30 000,Fullstack Java Developer,Warszawa,Tak,,
Brak danych,Brak danych,Młodszy Programista Java,Warszawa,Nie,,
18 000,24 000,Senior Java Developer,"Lublin, +1 location",Tak,,
22 000,27 000,Technical Lead with Java,"Warszawa, +1 location",Tak,,
18 000,22 000,Java Software Developer,"Warszawa, +1 location",Tak,,
20 000,28 000,Senior Java Developer,Warszawa,Tak,,
Brak danych,Brak danych,Programista - Staż/Intern,Rzeszów,Nie,,
13 750,25 300,Full Stack Engineer with Java,Gdańsk,Tak,,
Brak danych,Brak danych,Praktyki Java/Salesforce,"Warszawa, +1 location",Tak,,
15 000,23 000,Experienced Java Developer,Gdańsk,Nie,,
21 840,30 240,"Senior Software Engineer, JAVA",Warszawa,Tak,,
12 000,17 000,Java Backend Developer,Poznań,Tak,,
6 000,12 000,Junior Java Developer,Wrocław,Tak,,
15 000,22 000,Java Developer (Mid/Senior),Warszawa,Tak,,
16 000,30 000,Product Owner,Kraków,Tak,,
15 000,30 000,IT Project Manager,Warszawa,Tak,,
15 000,26 000,Delivery Team Lead / Scrum Master,"Gdańsk, +4 locations",Tak,,
Brak danych,Brak danych,Scrum Master,Warszawa,Nie,,
Brak danych,Brak danych,Asystent Kierownika Projektów Staż,Rzeszów,Nie,,
16 000,20 000,Scrum Master - Digital Banking,Gdańsk,Nie,,
14 000,20 000,Scrum Master,Gdańsk,Tak,,
35 140,43 920,Senior Product Manager,"Warszawa, +2 locations",Tak,,
Brak danych,Brak danych,Technical Lead,Kraków,Nie,,
Brak danych,Brak danych,IT Systems Change Management Specialist,Warszawa,Nie,,
21 000,27 720,Senior Scrum Master,Warszawa,Tak,,
12 000,16 800,Project Manager,"Wieliczka, +2 locations",Tak,,
Brak danych,Brak danych,ITIL Problem Manager,Warszawa,Nie,,
Brak danych,Brak danych,Product Manager,Londyn,Tak,,
10 100,13 500,Resource Manager,Kraków,Tak,,
17 000,24 000,"Delivery Manager, CMS",Kraków,Tak,,
5 000,9 000,Product Owner,Tajęcina,Nie,,
10 100,13 500,Project Manager,Kraków,Tak,,
Brak danych,Brak danych,Scrum Master,Kraków,Nie,,
Brak danych,Brak danych,IT PMO Specialist,Kraków,Nie,,
3 070,6 150,Junior Software Engineer,"Warszawa, +2 locations",Tak,,
17 000,20 000,Senior Project Manager,Poznań,Tak,,
22 500,28 000,Engineering Manager,"Warszawa, +1 location",Nie,,
10 500,15 750,Product Owner,Warszawa,Tak,,
Brak danych,Brak danych,Fault Coordinator,"Wrocław, +18 locations",Tak,,
25 700,40 500,Technical Program Manager,"Warszawa, +3 locations",Tak,,
25 000,30 000,Product Manager,Kraków,Tak,,
Brak danych,Brak danych,Koordynator projektów IT,Warszawa,Nie,,
Brak danych,Brak danych,IT Project Manager,Gdańsk,Nie,,
,,Praktyki w Biurze Zarządzania Projektami,Warszawa,Nie,,
20 000,26 000,PMO,Wrocław,Nie,,
Brak danych,Brak danych,Scrum Master,"Gdańsk, +4 locations",Tak,,
12 000,17 000,Project Manager,Wrocław,Tak,,
10 000,14 000,IT Project Manager,Wrocław,Tak,,
51 100,65 030,Technical Program Manager – Ad Intel,"Warsaw, +5 locations",Tak,,
21 960,30 750,Product Manager,"Denver, +2 locations",Tak,,
Brak danych,Brak danych,Project Manager,"Limassol, +2 locations",Nie,,
Brak danych,Brak danych,IT Project Manager,"Warszawa, +1 location",Nie,,
Brak danych,Brak danych,Regular/Senior Project Manager,"Warszawa, +13 locations",Tak,,
Brak danych,Brak danych,IT Project Manager,Warszawa,Nie,,
9 000,14 000,IT Project Manager in Crypto,Wrocław,Nie,,
Brak danych,Brak danych,Junior Project Manager,Poznań,Nie,,
Brak danych,Brak danych,Junior Project Manager,Kraków,Nie,,
Brak danych,Brak danych,Scrum Master,"Warszawa, +4 locations",Tak,,
15 100,18 000,Senior Project Manager,Kraków,Tak,,
Brak danych,Brak danych,Product Owner,"Kraków, +2 locations",Tak,,
5 000,8 000,Junior Project Manager,Opole,Nie,,
32 000,38 000,Head of Product,"Gdańsk, +1 location",Tak,,
15 000,20 000,IT Project Manager,Warszawa,Tak,,
Brak danych,Brak danych,Manager Projektu,Warszawa,Nie,,
Brak danych,Brak danych,Kierownik Dz. Zarządzania Kanałem Elekt.,Warszawa,Nie,,
32 000,36 500,Senior Product Owner (REMOTE),Warszawa,Tak,,
Brak danych,Brak danych,Engineering Manager,Wrocław,Nie,,
14 000,18 000,Product Owner,"Wrocław, +2 locations",Tak,,
Brak danych,Brak danych,Senior Product Manager,"Wrocław, +2 locations",Tak,,
Brak danych,Brak danych,Technical Project Manager,"Katowice, +1 location",Nie,,
14 000,17 000,Product Owner,Warszawa,Tak,,
10 000,13 000,Project Manager,Warszawa,Tak,,
7 000,12 000,Scrum/Flow Master,Kraków,Nie,,
Brak danych,Brak danych,CRM Delivery Manager,"Warszawa, +2 locations",Nie,,
Brak danych,Brak danych,Data Product Manager - Allegro Pay,Warszawa,Nie,,
23 520,26 880,Scrum Master,Warszawa,Nie,,
Brak danych,Brak danych,TEAM MANAGER,"Warszawa, +2 locations",Tak,,
Brak danych,Brak danych,Scrum Master,"Wrocław, +18 locations",Tak,,
Brak danych,Brak danych,ART PRODUCER/ PROJECT MANAGER,"Warszawa, +2 locations",Tak,,
30 190,51 100,Technical Program Manager–Ad Intel,"Warsaw, +5 locations",Tak,,
Brak danych,Brak danych,Project Manager,"Lublin, +2 locations",Tak,,
14 000,18 000,Product Owner,Wrocław,Nie,,
Brak danych,Brak danych,Engineering Manager,"Warszawa, +18 locations",Tak,,
7 000,14 000,Product Owner Platformy Edukacyjnej,Warszawa,Tak,,
Brak danych,Brak danych,Koordynator IT,Warszawa,Nie,,
10 000,15 000,Delivery Manager,Warszawa,Tak,,
10 000,13 000,Scrum Master,Wrocław,Tak,,
Brak danych,Brak danych,Scrum Master,Kraków,Nie,,
Brak danych,Brak danych,Project Manager,Wrocław,Nie,,
12 600,19 300,Scrum Master,"Gdańsk, +2 locations",Tak,,
15 000,18 000,Project Manager,Wrocław,Tak,,
18 000,24 000,Senior M365 Consultant,Gdańsk,Nie,,
16 800,18 480,Remote IT Senior Project Manager,Warszawa,Tak,,
Brak danych,Brak danych,Scrum Master,Kraków,Nie,,
Brak danych,Brak danych,Project Manager,Wrocław,Nie,,
12 600,19 300,Scrum Master,"Gdańsk, +2 locations",Tak,,
15 000,18 000,Project Manager,Wrocław,Tak,,
18 000,24 000,Senior M365 Consultant,Gdańsk,Nie,,
16 800,18 480,Remote IT Senior Project Manager,Warszawa,Tak,,
Brak danych,Brak danych,Project Manager,"Warszawa, +2 locations",Tak,,
19 000,23 000,Senior Product Manager,Warszawa,Tak,,
22 000,27 000,Software Dev Tech Leader (new project),Wrocław,Nie,,
Brak danych,Brak danych,Agile Coach,Wrocław,Nie,,
23 000,28 000,Lead Product Manager,Warszawa,Tak,,
Brak danych,Brak danych,Digital Product Manager,"Wrocław, +1 location",Tak,,
16 800,21 840,IT Project Manager,Warszawa,Tak,,
Brak danych,Brak danych,Team Lead/Project Manager,Warszawa,Nie,,
10 000,16 000,IT Project Manager/ Product Owner,Warszawa,Tak,,
Brak danych,Brak danych,High Tech Semiconductor Senior Manager all levels,"Warszawa, +2 locations",Tak,,
11 000,16 000,Scrum Master,Kraków,Nie,,
17 000,23 000,Senior Project Manager,"Warszawa, +1 location",Tak,,
22 000,28 000,Senior Technology Manager,Kraków,Nie,,
12 000,16 500,Product Owner,Kraków,Tak,,
11 750,17 250,Scrum Master,Łódź,Tak,,
8 400,14 700,Product Manager,Warszawa,Tak,,
22 000,25 200,Product Owner,Warszawa,Tak,,
14 700,22 050,Senior Product Manager,Warszawa,Tak,,
22 000,30 000,Software Engineering Manager (Marketing),Kraków,Nie,,
16 800,21 840,Scrum Master,Wrocław,Tak,,
Brak danych,Brak danych,Project Manager,"Wrocław, +2 locations",Nie,,
22 000,30 000,Software Engineering Manager (Customer Payments),"Kraków, +18 locations",Tak,,
Brak danych,Brak danych,Kierownik Projektów IT,"Warszawa, +2 locations",Tak,,
Brak danych,Brak danych,Service Delivery Manager,Łódź,Nie,,
10 000,14 000,IT Project Manager (fully remote),Kraków,Tak,,
15 000,23 000,Product Manager,Katowice,Tak,,
23 520,26 040,Scrum Master,Kraków,Tak,,
Brak danych,Brak danych,Product Manager – aplikacja mobilna/web,Warszawa,Nie,,
9 000,14 000,Scrum Master,Katowice,Nie,,
4 700,6 700,Junior Project Manager,Gdańsk,Nie,,
Brak danych,Brak danych,Project Manager,Gdańsk,Nie,,
Brak danych,Brak danych,Junior Scrum Master,Warszawa,Nie,,
Brak danych,Brak danych,Project Management Office Team Lead,"Białystok, +2 locations",Tak,,
30 000,36 000,Head of IT,"Gdańsk, +1 location",Tak,,
12 000,19 000,Scrum Master,"Warszawa, +5 locations",Tak,,
8 000,12 500,Business Relationship / Matching Manager,Warszawa,Tak,,
15 000,21 000,Product Owner,Wrocław,Tak,,
4 390,8 780,Business Analyst,"Warszawa, +5 locations",Tak,,
Brak danych,Brak danych,"Senior Project Manager, NPI","Gdynia, +2 locations",Tak,,
14 700,22 050,Senior Project Manager,Warszawa,Tak,,
8 400,14 700,Project Manager,Warszawa,Tak,,
Brak danych,Brak danych,Junior IT Project Manager,Lublin,Nie,,
15 000,21 000,Product Manager,Warszawa,Nie,,
22 000,25 000,Product Owner,Gliwice,Nie,,
3 200,5 000,Junior Project Manager,Gliwice,Nie,,
Brak danych,Brak danych,Head of Development,Warszawa,Nie,,
Brak danych,Brak danych,Jira Product Owner,Wrocław,Tak,,
Brak danych,Brak danych,Senior IT Service Manager,"Warszawa, +7 locations",Nie,,
Brak danych,Brak danych,Project Manager IT,"Wrocław, +4 locations",Tak,,
14 000,17 000,Senior IT Project Manager,Wrocław,Tak,,
24 000,28 000,IT Team Lead,"Warszawa, +2 locations",Nie,,
Brak danych,Brak danych,Specjalista ds. PMO,Warszawa,Nie,,
6 100,10 400,Junior Project Manager,Wrocław,Nie,,
8 000,13 000,IT Project Manager,Wrocław,Tak,,
Brak danych,Brak danych,Service Delivery Manager,Warszawa,Nie,,
20 000,30 000,Platform Team Lead,Warszawa,Tak,,
12 600,25 200,Product Owner,"Kraków, +2 locations",Nie,,
4 000,6 000,Project Coordinator,Wrocław,Tak,,
Brak danych,Brak danych,Software Development Manager,Wrocław,Nie,,
22 000,28 000,Product Owner,Warszawa,Tak,,
Brak danych,Brak danych,Product Owner,Poznań,Nie,,
10 000,17 000,Senior Delivery Leader,"Wrocław, +2 locations",Nie,,
7 000,7 800,Koordynator Projektów Wdrożeniowych,Wrocław,Nie,,
3 100,3 500,Product Management Intern,Warszawa,Tak,,
Brak danych,Brak danych,Area Product Owner,Warszawa,Nie,,
16 800,21 000,Service Transition Manager,Warszawa,Tak,,
10 000,15 200,Scrum Master,"Wrocław, +2 locations",Tak,,
15 700,22 500,Agile Lead,"Gliwice, +3 locations",Tak,,
20 200,25 500,Scrum Master,Sopot,Nie,,
17 760,22 080,Software Product Owner,Kraków,Nie,,
Brak danych,Brak danych,Senior IT Product Owner,Gdańsk,Nie,,
8 000,12 000,IT Project Manager,Poznań,Tak,,
12 000,17 000,Manager IT,"Gdańsk, +2 locations",Nie,,
13 000,17 000,Product Owner,Kraków,Tak,,
Brak danych,Brak danych,Product Owner,Zabierzów,Nie,,
19 000,24 000,Project Manager,Wrocław,Nie,,
Brak danych,Brak danych,Lead Technical Writer,"Wrocław, +2 locations",Tak,,
Brak danych,Brak danych,Senior IT Product Owner,Gdańsk,Nie,,
8 000,12 000,IT Project Manager,Poznań,Tak,,
12 000,17 000,Manager IT,"Gdańsk, +2 locations",Nie,,
13 000,17 000,Product Owner,Kraków,Tak,,
Brak danych,Brak danych,Product Owner,Zabierzów,Nie,,
19 000,24 000,Project Manager,Wrocław,Nie,,
Brak danych,Brak danych,Lead Technical Writer,"Wrocław, +2 locations",Tak,,
13 000,18 000,Scrum Master,Wrocław,Tak,,
23 000,28 000,Lead Product Manager,"Kraków, +1 location",Tak,,
Brak danych,Brak danych,Project Coordinator,Gdańsk,Nie,,
Brak danych,Brak danych,Project Manager,Gdańsk,Nie,,
Brak danych,Brak danych,Scrum Master,Gdańsk,Tak,,
Brak danych,Brak danych,Product Operations Manager,Warszawa,Nie,,
16 000,22 000,Technical Project Manager,Wrocław,Nie,,
